[06:11:55.256] 学习率0.05,训练200轮,batch为24
[06:12:48.298] iteration 41 : loss : 0.563517, loss_ce: 0.237705, loss_dice: 0.780725
[06:12:48.700] iteration 42 : loss : 0.571764, loss_ce: 0.212451, loss_dice: 0.811307
[06:12:50.852] iteration 43 : loss : 0.530323, loss_ce: 0.159627, loss_dice: 0.777453
[06:12:52.146] iteration 44 : loss : 0.527466, loss_ce: 0.154392, loss_dice: 0.776182
[06:12:52.561] iteration 45 : loss : 0.547324, loss_ce: 0.177665, loss_dice: 0.793763
[06:12:53.510] iteration 46 : loss : 0.547766, loss_ce: 0.172303, loss_dice: 0.798074
[06:12:58.277] iteration 47 : loss : 0.528314, loss_ce: 0.124813, loss_dice: 0.797315
[06:12:58.671] iteration 48 : loss : 0.576589, loss_ce: 0.223274, loss_dice: 0.812133
[06:12:59.997] iteration 49 : loss : 0.565184, loss_ce: 0.223685, loss_dice: 0.792851
[06:13:00.382] iteration 50 : loss : 0.569438, loss_ce: 0.250655, loss_dice: 0.781959
[06:13:04.190] iteration 51 : loss : 0.550529, loss_ce: 0.225208, loss_dice: 0.767409
[06:13:04.645] iteration 52 : loss : 0.573311, loss_ce: 0.264743, loss_dice: 0.779022
[06:13:05.014] iteration 53 : loss : 0.544003, loss_ce: 0.201714, loss_dice: 0.772196
[06:13:05.510] iteration 54 : loss : 0.533920, loss_ce: 0.209177, loss_dice: 0.750416
[06:13:09.175] iteration 55 : loss : 0.549821, loss_ce: 0.185343, loss_dice: 0.792806
[06:13:09.529] iteration 56 : loss : 0.516747, loss_ce: 0.135299, loss_dice: 0.771046
[06:13:09.868] iteration 57 : loss : 0.545104, loss_ce: 0.171484, loss_dice: 0.794183
[06:13:10.255] iteration 58 : loss : 0.557342, loss_ce: 0.172071, loss_dice: 0.814189
[06:13:13.308] iteration 59 : loss : 0.536621, loss_ce: 0.139256, loss_dice: 0.801531
[06:13:13.651] iteration 60 : loss : 0.575228, loss_ce: 0.217435, loss_dice: 0.813757
[06:13:14.050] iteration 61 : loss : 0.531645, loss_ce: 0.175816, loss_dice: 0.768864
[06:13:14.432] iteration 62 : loss : 0.508067, loss_ce: 0.135125, loss_dice: 0.756695
[06:13:17.575] iteration 63 : loss : 0.521877, loss_ce: 0.161871, loss_dice: 0.761881
[06:13:17.920] iteration 64 : loss : 0.535291, loss_ce: 0.201018, loss_dice: 0.758140
[06:13:18.270] iteration 65 : loss : 0.514221, loss_ce: 0.166078, loss_dice: 0.746316
[06:13:18.641] iteration 66 : loss : 0.519644, loss_ce: 0.164104, loss_dice: 0.756670
[06:13:21.276] iteration 67 : loss : 0.496146, loss_ce: 0.144372, loss_dice: 0.730662
[06:13:21.717] iteration 68 : loss : 0.513913, loss_ce: 0.157099, loss_dice: 0.751789
[06:13:22.080] iteration 69 : loss : 0.516933, loss_ce: 0.145018, loss_dice: 0.764876
[06:13:22.475] iteration 70 : loss : 0.484854, loss_ce: 0.101772, loss_dice: 0.740241
[06:13:25.196] iteration 71 : loss : 0.546146, loss_ce: 0.193989, loss_dice: 0.780917
[06:13:25.561] iteration 72 : loss : 0.543478, loss_ce: 0.144034, loss_dice: 0.809774
[06:13:25.903] iteration 73 : loss : 0.521734, loss_ce: 0.137669, loss_dice: 0.777777
[06:13:26.249] iteration 74 : loss : 0.528865, loss_ce: 0.173899, loss_dice: 0.765509
[06:13:27.990] iteration 75 : loss : 0.520471, loss_ce: 0.160392, loss_dice: 0.760525
[06:13:28.376] iteration 76 : loss : 0.543940, loss_ce: 0.209731, loss_dice: 0.766746
[06:13:28.729] iteration 77 : loss : 0.525905, loss_ce: 0.179191, loss_dice: 0.757047
[06:13:29.133] iteration 78 : loss : 0.511819, loss_ce: 0.165050, loss_dice: 0.742998
[06:13:32.365] iteration 79 : loss : 0.496709, loss_ce: 0.119802, loss_dice: 0.747981
[06:13:33.345] iteration 80 : loss : 0.481436, loss_ce: 0.134847, loss_dice: 0.712495
[06:13:34.111] iteration 81 : loss : 0.489573, loss_ce: 0.146908, loss_dice: 0.718016
[06:13:34.503] iteration 82 : loss : 0.537313, loss_ce: 0.181458, loss_dice: 0.774550
[06:13:38.566] iteration 83 : loss : 0.488870, loss_ce: 0.154628, loss_dice: 0.711698
[06:13:39.101] iteration 84 : loss : 0.453735, loss_ce: 0.105856, loss_dice: 0.685655
[06:13:39.530] iteration 85 : loss : 0.528802, loss_ce: 0.222978, loss_dice: 0.732684
[06:13:39.870] iteration 86 : loss : 0.540601, loss_ce: 0.210899, loss_dice: 0.760402
[06:13:43.047] iteration 87 : loss : 0.525243, loss_ce: 0.223544, loss_dice: 0.726375
[06:13:43.698] iteration 88 : loss : 0.491240, loss_ce: 0.174022, loss_dice: 0.702718
[06:13:44.052] iteration 89 : loss : 0.553199, loss_ce: 0.251954, loss_dice: 0.754029
[06:13:44.425] iteration 90 : loss : 0.474228, loss_ce: 0.154327, loss_dice: 0.687496
[06:13:46.708] iteration 91 : loss : 0.518088, loss_ce: 0.199885, loss_dice: 0.730224
[06:13:47.049] iteration 92 : loss : 0.487856, loss_ce: 0.168388, loss_dice: 0.700835
[06:13:47.260] iteration 93 : loss : 0.617259, loss_ce: 0.244944, loss_dice: 0.865470
[06:13:47.299] epoch 1 : avg_loss : 0.582756, avg_ce: 0.268804, avg_dice: 0.792058
[06:13:52.350] iteration 94 : loss : 0.495444, loss_ce: 0.167771, loss_dice: 0.713892
[06:13:52.860] iteration 95 : loss : 0.489257, loss_ce: 0.130736, loss_dice: 0.728271
[06:13:53.221] iteration 96 : loss : 0.473688, loss_ce: 0.155813, loss_dice: 0.685604
[06:13:53.694] iteration 97 : loss : 0.501549, loss_ce: 0.204907, loss_dice: 0.699310
[06:13:56.139] iteration 98 : loss : 0.493306, loss_ce: 0.156992, loss_dice: 0.717516
[06:13:56.496] iteration 99 : loss : 0.450131, loss_ce: 0.133391, loss_dice: 0.661291
[06:13:56.872] iteration 100 : loss : 0.472354, loss_ce: 0.172597, loss_dice: 0.672191
[06:13:57.297] iteration 101 : loss : 0.471262, loss_ce: 0.161354, loss_dice: 0.677868
[06:14:03.894] iteration 102 : loss : 0.498954, loss_ce: 0.192015, loss_dice: 0.703579
[06:14:04.305] iteration 103 : loss : 0.524501, loss_ce: 0.196641, loss_dice: 0.743074
[06:14:04.758] iteration 104 : loss : 0.466084, loss_ce: 0.132803, loss_dice: 0.688272
[06:14:05.138] iteration 105 : loss : 0.557453, loss_ce: 0.268623, loss_dice: 0.750005
[06:14:07.286] iteration 106 : loss : 0.465059, loss_ce: 0.134039, loss_dice: 0.685739
[06:14:07.688] iteration 107 : loss : 0.513770, loss_ce: 0.129607, loss_dice: 0.769879
[06:14:08.088] iteration 108 : loss : 0.473507, loss_ce: 0.135324, loss_dice: 0.698962
[06:14:08.449] iteration 109 : loss : 0.503894, loss_ce: 0.185142, loss_dice: 0.716395
[06:14:10.310] iteration 110 : loss : 0.496135, loss_ce: 0.183004, loss_dice: 0.704890
[06:14:10.674] iteration 111 : loss : 0.510545, loss_ce: 0.166498, loss_dice: 0.739909
[06:14:11.060] iteration 112 : loss : 0.460717, loss_ce: 0.166137, loss_dice: 0.657104
[06:14:11.419] iteration 113 : loss : 0.447684, loss_ce: 0.141263, loss_dice: 0.651965
[06:14:13.404] iteration 114 : loss : 0.453562, loss_ce: 0.149415, loss_dice: 0.656327
[06:14:13.785] iteration 115 : loss : 0.433306, loss_ce: 0.138269, loss_dice: 0.629998
[06:14:15.897] iteration 116 : loss : 0.403034, loss_ce: 0.096822, loss_dice: 0.607175
[06:14:16.295] iteration 117 : loss : 0.430896, loss_ce: 0.093833, loss_dice: 0.655605
[06:14:18.158] iteration 118 : loss : 0.498127, loss_ce: 0.133974, loss_dice: 0.740895
[06:14:18.623] iteration 119 : loss : 0.489963, loss_ce: 0.099224, loss_dice: 0.750455
[06:14:21.037] iteration 120 : loss : 0.438160, loss_ce: 0.123510, loss_dice: 0.647928
[06:14:21.412] iteration 121 : loss : 0.480389, loss_ce: 0.150100, loss_dice: 0.700581
[06:14:22.967] iteration 122 : loss : 0.501714, loss_ce: 0.171761, loss_dice: 0.721682
[06:14:23.399] iteration 123 : loss : 0.488816, loss_ce: 0.169668, loss_dice: 0.701581
[06:14:25.875] iteration 124 : loss : 0.446541, loss_ce: 0.165913, loss_dice: 0.633627
[06:14:26.268] iteration 125 : loss : 0.415886, loss_ce: 0.105613, loss_dice: 0.622734
[06:14:29.290] iteration 126 : loss : 0.437117, loss_ce: 0.126245, loss_dice: 0.644365
[06:14:29.648] iteration 127 : loss : 0.377259, loss_ce: 0.076673, loss_dice: 0.577650
[06:14:31.093] iteration 128 : loss : 0.390889, loss_ce: 0.088014, loss_dice: 0.592805
[06:14:31.508] iteration 129 : loss : 0.443458, loss_ce: 0.151286, loss_dice: 0.638240
[06:14:34.313] iteration 130 : loss : 0.421255, loss_ce: 0.109754, loss_dice: 0.628922
[06:14:34.788] iteration 131 : loss : 0.485366, loss_ce: 0.160180, loss_dice: 0.702156
[06:14:35.596] iteration 132 : loss : 0.465232, loss_ce: 0.182650, loss_dice: 0.653620
[06:14:35.964] iteration 133 : loss : 0.422354, loss_ce: 0.143935, loss_dice: 0.607968
[06:14:41.184] iteration 134 : loss : 0.426929, loss_ce: 0.126775, loss_dice: 0.627031
[06:14:41.531] iteration 135 : loss : 0.456779, loss_ce: 0.109987, loss_dice: 0.687974
[06:14:43.721] iteration 136 : loss : 0.398990, loss_ce: 0.115703, loss_dice: 0.587848
[06:14:44.112] iteration 137 : loss : 0.462801, loss_ce: 0.157902, loss_dice: 0.666067
[06:14:45.939] iteration 138 : loss : 0.485786, loss_ce: 0.126756, loss_dice: 0.725140
[06:14:46.361] iteration 139 : loss : 0.467287, loss_ce: 0.147044, loss_dice: 0.680782
[06:14:49.368] iteration 140 : loss : 0.478308, loss_ce: 0.137911, loss_dice: 0.705240
[06:14:49.735] iteration 141 : loss : 0.492748, loss_ce: 0.145301, loss_dice: 0.724380
[06:14:51.000] iteration 142 : loss : 0.487989, loss_ce: 0.189430, loss_dice: 0.687029
[06:14:52.182] iteration 143 : loss : 0.440192, loss_ce: 0.137592, loss_dice: 0.641926
[06:14:54.697] iteration 144 : loss : 0.477096, loss_ce: 0.179115, loss_dice: 0.675749
[06:14:55.139] iteration 145 : loss : 0.441633, loss_ce: 0.113723, loss_dice: 0.660240
[06:14:55.619] iteration 146 : loss : 0.461061, loss_ce: 0.186387, loss_dice: 0.644178
[06:14:56.837] iteration 147 : loss : 0.448830, loss_ce: 0.176503, loss_dice: 0.630382
[06:15:00.225] iteration 148 : loss : 0.395650, loss_ce: 0.149617, loss_dice: 0.559672
[06:15:00.573] iteration 149 : loss : 0.437013, loss_ce: 0.134960, loss_dice: 0.638382
[06:15:00.924] iteration 150 : loss : 0.450620, loss_ce: 0.216716, loss_dice: 0.606556
[06:15:01.276] iteration 151 : loss : 0.381770, loss_ce: 0.110100, loss_dice: 0.562883
[06:15:04.039] iteration 152 : loss : 0.444229, loss_ce: 0.135530, loss_dice: 0.650028
[06:15:04.406] iteration 153 : loss : 0.430740, loss_ce: 0.145488, loss_dice: 0.620908
[06:15:04.750] iteration 154 : loss : 0.392671, loss_ce: 0.118216, loss_dice: 0.575641
[06:15:05.149] iteration 155 : loss : 0.427629, loss_ce: 0.127256, loss_dice: 0.627877
[06:15:07.370] iteration 156 : loss : 0.410966, loss_ce: 0.119646, loss_dice: 0.605179
[06:15:07.811] iteration 157 : loss : 0.415825, loss_ce: 0.106743, loss_dice: 0.621881
[06:15:08.196] iteration 158 : loss : 0.429518, loss_ce: 0.116957, loss_dice: 0.637892
[06:15:08.598] iteration 159 : loss : 0.366634, loss_ce: 0.111306, loss_dice: 0.536852
[06:15:11.382] iteration 160 : loss : 0.391231, loss_ce: 0.093456, loss_dice: 0.589748
[06:15:11.743] iteration 161 : loss : 0.422407, loss_ce: 0.137195, loss_dice: 0.612548
[06:15:12.089] iteration 162 : loss : 0.450740, loss_ce: 0.138303, loss_dice: 0.659031
[06:15:12.509] iteration 163 : loss : 0.410592, loss_ce: 0.143559, loss_dice: 0.588613
[06:15:15.675] iteration 164 : loss : 0.365166, loss_ce: 0.099187, loss_dice: 0.542485
[06:15:16.059] iteration 165 : loss : 0.481846, loss_ce: 0.255836, loss_dice: 0.632520
[06:15:16.401] iteration 166 : loss : 0.411089, loss_ce: 0.164300, loss_dice: 0.575615
[06:15:16.764] iteration 167 : loss : 0.378246, loss_ce: 0.100438, loss_dice: 0.563451
[06:15:18.781] iteration 168 : loss : 0.391428, loss_ce: 0.176313, loss_dice: 0.534838
[06:15:19.206] iteration 169 : loss : 0.453431, loss_ce: 0.188548, loss_dice: 0.630019
[06:15:19.572] iteration 170 : loss : 0.496782, loss_ce: 0.280993, loss_dice: 0.640641
[06:15:19.918] iteration 171 : loss : 0.433837, loss_ce: 0.131481, loss_dice: 0.635408
[06:15:23.904] iteration 172 : loss : 0.449983, loss_ce: 0.146755, loss_dice: 0.652134
[06:15:24.304] iteration 173 : loss : 0.445063, loss_ce: 0.141700, loss_dice: 0.647304
[06:15:24.684] iteration 174 : loss : 0.470047, loss_ce: 0.234089, loss_dice: 0.627353
[06:15:26.437] iteration 175 : loss : 0.446975, loss_ce: 0.215970, loss_dice: 0.600978
[06:15:29.066] iteration 176 : loss : 0.369325, loss_ce: 0.103754, loss_dice: 0.546372
[06:15:29.464] iteration 177 : loss : 0.412154, loss_ce: 0.117427, loss_dice: 0.608638
[06:15:29.838] iteration 178 : loss : 0.403822, loss_ce: 0.145556, loss_dice: 0.575998
[06:15:30.474] iteration 179 : loss : 0.364629, loss_ce: 0.095741, loss_dice: 0.543887
[06:15:34.188] iteration 180 : loss : 0.439633, loss_ce: 0.160173, loss_dice: 0.625939
[06:15:34.536] iteration 181 : loss : 0.395307, loss_ce: 0.115422, loss_dice: 0.581897
[06:15:34.912] iteration 182 : loss : 0.325532, loss_ce: 0.116743, loss_dice: 0.464725
[06:15:35.279] iteration 183 : loss : 0.439095, loss_ce: 0.199959, loss_dice: 0.598519
[06:15:37.230] iteration 184 : loss : 0.375839, loss_ce: 0.128406, loss_dice: 0.540794
[06:15:37.570] iteration 185 : loss : 0.403699, loss_ce: 0.159129, loss_dice: 0.566746
[06:15:37.644] iteration 186 : loss : 0.600094, loss_ce: 0.162362, loss_dice: 0.891916
[06:15:37.691] epoch 2 : avg_loss : 0.446519, avg_ce: 0.147817, avg_dice: 0.645654
[06:15:42.166] iteration 187 : loss : 0.373211, loss_ce: 0.121169, loss_dice: 0.541239
[06:15:43.441] iteration 188 : loss : 0.432791, loss_ce: 0.173722, loss_dice: 0.605504
[06:15:43.928] iteration 189 : loss : 0.350976, loss_ce: 0.099287, loss_dice: 0.518769
[06:15:44.335] iteration 190 : loss : 0.360450, loss_ce: 0.142464, loss_dice: 0.505775
[06:15:46.577] iteration 191 : loss : 0.312861, loss_ce: 0.095925, loss_dice: 0.457484
[06:15:47.812] iteration 192 : loss : 0.394997, loss_ce: 0.186267, loss_dice: 0.534150
[06:15:48.170] iteration 193 : loss : 0.326014, loss_ce: 0.095359, loss_dice: 0.479783
[06:15:48.618] iteration 194 : loss : 0.372552, loss_ce: 0.109811, loss_dice: 0.547713
[06:15:52.329] iteration 195 : loss : 0.463031, loss_ce: 0.208110, loss_dice: 0.632979
[06:15:54.520] iteration 196 : loss : 0.547381, loss_ce: 0.187806, loss_dice: 0.787098
[06:15:54.861] iteration 197 : loss : 0.399111, loss_ce: 0.160917, loss_dice: 0.557908
[06:15:55.257] iteration 198 : loss : 0.416329, loss_ce: 0.120323, loss_dice: 0.613666
[06:15:56.391] iteration 199 : loss : 0.419480, loss_ce: 0.119932, loss_dice: 0.619178
[06:15:57.857] iteration 200 : loss : 0.455212, loss_ce: 0.175698, loss_dice: 0.641554
[06:15:58.233] iteration 201 : loss : 0.412972, loss_ce: 0.147578, loss_dice: 0.589901
[06:15:58.606] iteration 202 : loss : 0.363877, loss_ce: 0.118550, loss_dice: 0.527428
[06:15:58.955] iteration 203 : loss : 0.433418, loss_ce: 0.187124, loss_dice: 0.597614
[06:16:01.579] iteration 204 : loss : 0.367528, loss_ce: 0.126096, loss_dice: 0.528483
[06:16:01.928] iteration 205 : loss : 0.365079, loss_ce: 0.177649, loss_dice: 0.490032
[06:16:02.270] iteration 206 : loss : 0.380107, loss_ce: 0.132464, loss_dice: 0.545202
[06:16:03.415] iteration 207 : loss : 0.456688, loss_ce: 0.170785, loss_dice: 0.647291
[06:16:05.342] iteration 208 : loss : 0.385841, loss_ce: 0.106143, loss_dice: 0.572307
[06:16:05.775] iteration 209 : loss : 0.413895, loss_ce: 0.136228, loss_dice: 0.599007
[06:16:06.164] iteration 210 : loss : 0.385547, loss_ce: 0.092433, loss_dice: 0.580957
[06:16:08.250] iteration 211 : loss : 0.376245, loss_ce: 0.148607, loss_dice: 0.528003
[06:16:10.941] iteration 212 : loss : 0.407403, loss_ce: 0.099795, loss_dice: 0.612475
[06:16:11.304] iteration 213 : loss : 0.333235, loss_ce: 0.070362, loss_dice: 0.508483
[06:16:11.662] iteration 214 : loss : 0.334863, loss_ce: 0.111406, loss_dice: 0.483834
[06:16:12.264] iteration 215 : loss : 0.430139, loss_ce: 0.150513, loss_dice: 0.616556
[06:16:16.317] iteration 216 : loss : 0.268141, loss_ce: 0.088246, loss_dice: 0.388070
[06:16:16.760] iteration 217 : loss : 0.418478, loss_ce: 0.152022, loss_dice: 0.596115
[06:16:17.110] iteration 218 : loss : 0.374631, loss_ce: 0.112913, loss_dice: 0.549110
[06:16:18.454] iteration 219 : loss : 0.364182, loss_ce: 0.173817, loss_dice: 0.491093
[06:16:21.669] iteration 220 : loss : 0.347601, loss_ce: 0.113605, loss_dice: 0.503598
[06:16:22.035] iteration 221 : loss : 0.396022, loss_ce: 0.110835, loss_dice: 0.586146
[06:16:22.386] iteration 222 : loss : 0.343640, loss_ce: 0.141557, loss_dice: 0.478363
[06:16:22.735] iteration 223 : loss : 0.462107, loss_ce: 0.109241, loss_dice: 0.697352
[06:16:25.495] iteration 224 : loss : 0.453248, loss_ce: 0.205354, loss_dice: 0.618511
[06:16:25.933] iteration 225 : loss : 0.455907, loss_ce: 0.142733, loss_dice: 0.664690
[06:16:26.292] iteration 226 : loss : 0.400030, loss_ce: 0.146490, loss_dice: 0.569056
[06:16:29.694] iteration 227 : loss : 0.396916, loss_ce: 0.167865, loss_dice: 0.549617
[06:16:33.467] iteration 228 : loss : 0.383054, loss_ce: 0.129291, loss_dice: 0.552229
[06:16:33.833] iteration 229 : loss : 0.330051, loss_ce: 0.091729, loss_dice: 0.488932
[06:16:34.193] iteration 230 : loss : 0.448281, loss_ce: 0.100278, loss_dice: 0.680283
[06:16:36.024] iteration 231 : loss : 0.484067, loss_ce: 0.202045, loss_dice: 0.672081
[06:16:40.045] iteration 232 : loss : 0.381376, loss_ce: 0.104002, loss_dice: 0.566292
[06:16:40.402] iteration 233 : loss : 0.445168, loss_ce: 0.136628, loss_dice: 0.650862
[06:16:40.795] iteration 234 : loss : 0.440311, loss_ce: 0.186346, loss_dice: 0.609622
[06:16:42.131] iteration 235 : loss : 0.376585, loss_ce: 0.099373, loss_dice: 0.561392
[06:16:45.643] iteration 236 : loss : 0.327275, loss_ce: 0.118677, loss_dice: 0.466339
[06:16:46.044] iteration 237 : loss : 0.287692, loss_ce: 0.095469, loss_dice: 0.415841
[06:16:46.393] iteration 238 : loss : 0.378735, loss_ce: 0.138667, loss_dice: 0.538780
[06:16:46.945] iteration 239 : loss : 0.300385, loss_ce: 0.110681, loss_dice: 0.426854
[06:16:51.359] iteration 240 : loss : 0.461803, loss_ce: 0.128381, loss_dice: 0.684084
[06:16:51.703] iteration 241 : loss : 0.387193, loss_ce: 0.158955, loss_dice: 0.539351
[06:16:52.064] iteration 242 : loss : 0.396129, loss_ce: 0.197310, loss_dice: 0.528675
[06:16:52.407] iteration 243 : loss : 0.408210, loss_ce: 0.111864, loss_dice: 0.605774
[06:16:54.382] iteration 244 : loss : 0.399192, loss_ce: 0.150863, loss_dice: 0.564744
[06:16:54.781] iteration 245 : loss : 0.374348, loss_ce: 0.141178, loss_dice: 0.529796
[06:16:55.212] iteration 246 : loss : 0.349391, loss_ce: 0.094879, loss_dice: 0.519066
[06:16:55.562] iteration 247 : loss : 0.345428, loss_ce: 0.074173, loss_dice: 0.526265
[06:16:58.249] iteration 248 : loss : 0.336893, loss_ce: 0.111192, loss_dice: 0.487361
[06:16:58.606] iteration 249 : loss : 0.340691, loss_ce: 0.121737, loss_dice: 0.486661
[06:16:58.978] iteration 250 : loss : 0.383521, loss_ce: 0.097010, loss_dice: 0.574529
[06:16:59.344] iteration 251 : loss : 0.316444, loss_ce: 0.097156, loss_dice: 0.462636
[06:17:02.058] iteration 252 : loss : 0.358957, loss_ce: 0.103255, loss_dice: 0.529425
[06:17:02.520] iteration 253 : loss : 0.307157, loss_ce: 0.083990, loss_dice: 0.455935
[06:17:02.913] iteration 254 : loss : 0.379036, loss_ce: 0.119819, loss_dice: 0.551847
[06:17:04.056] iteration 255 : loss : 0.413115, loss_ce: 0.110700, loss_dice: 0.614725
[06:17:06.402] iteration 256 : loss : 0.259253, loss_ce: 0.073753, loss_dice: 0.382920
[06:17:06.760] iteration 257 : loss : 0.444802, loss_ce: 0.180585, loss_dice: 0.620946
[06:17:07.129] iteration 258 : loss : 0.361244, loss_ce: 0.129255, loss_dice: 0.515904
[06:17:07.479] iteration 259 : loss : 0.394929, loss_ce: 0.143928, loss_dice: 0.562263
[06:17:08.593] iteration 260 : loss : 0.370617, loss_ce: 0.131933, loss_dice: 0.529740
[06:17:08.967] iteration 261 : loss : 0.340111, loss_ce: 0.117326, loss_dice: 0.488634
[06:17:09.311] iteration 262 : loss : 0.330407, loss_ce: 0.124979, loss_dice: 0.467359
[06:17:10.380] iteration 263 : loss : 0.436978, loss_ce: 0.215209, loss_dice: 0.584823
[06:17:14.717] iteration 264 : loss : 0.401204, loss_ce: 0.144440, loss_dice: 0.572381
[06:17:15.067] iteration 265 : loss : 0.342900, loss_ce: 0.143670, loss_dice: 0.475720
[06:17:15.618] iteration 266 : loss : 0.298899, loss_ce: 0.128867, loss_dice: 0.412253
[06:17:16.780] iteration 267 : loss : 0.335259, loss_ce: 0.140635, loss_dice: 0.465009
[06:17:19.905] iteration 268 : loss : 0.380515, loss_ce: 0.134430, loss_dice: 0.544571
[06:17:20.258] iteration 269 : loss : 0.313010, loss_ce: 0.104090, loss_dice: 0.452290
[06:17:20.692] iteration 270 : loss : 0.398341, loss_ce: 0.126001, loss_dice: 0.579901
[06:17:21.130] iteration 271 : loss : 0.344804, loss_ce: 0.121616, loss_dice: 0.493597
[06:17:26.075] iteration 272 : loss : 0.414341, loss_ce: 0.179353, loss_dice: 0.571000
[06:17:26.417] iteration 273 : loss : 0.405180, loss_ce: 0.115568, loss_dice: 0.598254
