[20:50:32.731] 学习率0.05,训练200轮,batch为24
[20:53:06.947] iteration 149 : loss : 0.404367, loss_ce: 0.107230, loss_dice: 0.602458
[20:53:08.594] iteration 150 : loss : 0.439593, loss_ce: 0.170548, loss_dice: 0.618957
[20:53:08.931] iteration 151 : loss : 0.445331, loss_ce: 0.155213, loss_dice: 0.638743
[20:53:09.279] iteration 152 : loss : 0.379626, loss_ce: 0.119302, loss_dice: 0.553175
[20:53:09.632] iteration 153 : loss : 0.374158, loss_ce: 0.118972, loss_dice: 0.544281
[20:53:12.164] iteration 154 : loss : 0.393351, loss_ce: 0.106838, loss_dice: 0.584360
[20:53:12.499] iteration 155 : loss : 0.368062, loss_ce: 0.104060, loss_dice: 0.544062
[20:53:12.833] iteration 156 : loss : 0.378703, loss_ce: 0.110275, loss_dice: 0.557654
[20:53:13.184] iteration 157 : loss : 0.423026, loss_ce: 0.144244, loss_dice: 0.608881
[20:53:14.474] iteration 158 : loss : 0.419684, loss_ce: 0.130435, loss_dice: 0.612517
[20:53:14.829] iteration 159 : loss : 0.432707, loss_ce: 0.129061, loss_dice: 0.635137
[20:53:15.163] iteration 160 : loss : 0.319869, loss_ce: 0.067410, loss_dice: 0.488175
[20:53:15.509] iteration 161 : loss : 0.358404, loss_ce: 0.062179, loss_dice: 0.555887
[20:53:18.699] iteration 162 : loss : 0.425644, loss_ce: 0.206160, loss_dice: 0.571967
[20:53:19.036] iteration 163 : loss : 0.478308, loss_ce: 0.130474, loss_dice: 0.710197
[20:53:19.376] iteration 164 : loss : 0.329095, loss_ce: 0.099058, loss_dice: 0.482453
[20:53:19.713] iteration 165 : loss : 0.366238, loss_ce: 0.127063, loss_dice: 0.525687
[20:53:21.153] iteration 166 : loss : 0.322114, loss_ce: 0.093158, loss_dice: 0.474751
[20:53:21.492] iteration 167 : loss : 0.387273, loss_ce: 0.163983, loss_dice: 0.536134
[20:53:21.828] iteration 168 : loss : 0.418382, loss_ce: 0.176171, loss_dice: 0.579856
[20:53:22.168] iteration 169 : loss : 0.386232, loss_ce: 0.159862, loss_dice: 0.537145
[20:53:25.999] iteration 170 : loss : 0.391525, loss_ce: 0.152589, loss_dice: 0.550816
[20:53:26.348] iteration 171 : loss : 0.399203, loss_ce: 0.148893, loss_dice: 0.566076
[20:53:26.700] iteration 172 : loss : 0.426032, loss_ce: 0.112776, loss_dice: 0.634869
[20:53:27.082] iteration 173 : loss : 0.431601, loss_ce: 0.120879, loss_dice: 0.638748
[20:53:30.467] iteration 174 : loss : 0.368174, loss_ce: 0.134979, loss_dice: 0.523638
[20:53:30.820] iteration 175 : loss : 0.326825, loss_ce: 0.082683, loss_dice: 0.489587
[20:53:31.156] iteration 176 : loss : 0.462254, loss_ce: 0.185853, loss_dice: 0.646522
[20:53:31.489] iteration 177 : loss : 0.357748, loss_ce: 0.096790, loss_dice: 0.531720
[20:53:34.815] iteration 178 : loss : 0.364856, loss_ce: 0.105516, loss_dice: 0.537750
[20:53:35.154] iteration 179 : loss : 0.436300, loss_ce: 0.146430, loss_dice: 0.629546
[20:53:35.488] iteration 180 : loss : 0.362397, loss_ce: 0.121668, loss_dice: 0.522883
[20:53:35.825] iteration 181 : loss : 0.387697, loss_ce: 0.173829, loss_dice: 0.530275
[20:53:38.142] iteration 182 : loss : 0.355392, loss_ce: 0.134315, loss_dice: 0.502776
[20:53:38.476] iteration 183 : loss : 0.378889, loss_ce: 0.137632, loss_dice: 0.539726
[20:53:38.809] iteration 184 : loss : 0.420191, loss_ce: 0.163920, loss_dice: 0.591037
[20:53:39.142] iteration 185 : loss : 0.364736, loss_ce: 0.137768, loss_dice: 0.516048
[20:53:39.205] iteration 186 : loss : 0.445957, loss_ce: 0.166217, loss_dice: 0.632450
[20:53:39.233] epoch 2 : avg_loss : 0.422615, avg_ce: 0.146805, avg_dice: 0.606488
[20:53:43.325] iteration 187 : loss : 0.373736, loss_ce: 0.121167, loss_dice: 0.542115
[20:53:43.684] iteration 188 : loss : 0.457464, loss_ce: 0.153733, loss_dice: 0.659951
[20:53:44.049] iteration 189 : loss : 0.378815, loss_ce: 0.117764, loss_dice: 0.552849
[20:53:44.395] iteration 190 : loss : 0.382734, loss_ce: 0.180296, loss_dice: 0.517692
[20:53:47.295] iteration 191 : loss : 0.450583, loss_ce: 0.143400, loss_dice: 0.655372
[20:53:47.733] iteration 192 : loss : 0.506356, loss_ce: 0.154716, loss_dice: 0.740783
[20:53:48.143] iteration 193 : loss : 0.477876, loss_ce: 0.191555, loss_dice: 0.668756
[20:53:48.514] iteration 194 : loss : 0.337372, loss_ce: 0.111641, loss_dice: 0.487860
[20:53:53.496] iteration 195 : loss : 0.484947, loss_ce: 0.298843, loss_dice: 0.609016
[20:53:53.831] iteration 196 : loss : 0.404253, loss_ce: 0.153851, loss_dice: 0.571187
[20:53:54.165] iteration 197 : loss : 0.385584, loss_ce: 0.154952, loss_dice: 0.539338
[20:53:54.548] iteration 198 : loss : 0.409537, loss_ce: 0.179319, loss_dice: 0.563016
[20:53:55.987] iteration 199 : loss : 0.324553, loss_ce: 0.118451, loss_dice: 0.461955
[20:53:56.325] iteration 200 : loss : 0.373087, loss_ce: 0.125348, loss_dice: 0.538247
[20:53:56.677] iteration 201 : loss : 0.399108, loss_ce: 0.161845, loss_dice: 0.557283
[20:53:57.014] iteration 202 : loss : 0.335226, loss_ce: 0.096615, loss_dice: 0.494299
[20:53:58.949] iteration 203 : loss : 0.386115, loss_ce: 0.121568, loss_dice: 0.562479
[20:53:59.292] iteration 204 : loss : 0.352248, loss_ce: 0.112395, loss_dice: 0.512150
[20:53:59.626] iteration 205 : loss : 0.357919, loss_ce: 0.133149, loss_dice: 0.507765
[20:53:59.972] iteration 206 : loss : 0.375141, loss_ce: 0.118998, loss_dice: 0.545902
[20:54:02.122] iteration 207 : loss : 0.367527, loss_ce: 0.120342, loss_dice: 0.532317
[20:54:02.776] iteration 208 : loss : 0.413238, loss_ce: 0.160870, loss_dice: 0.581482
[20:54:03.111] iteration 209 : loss : 0.385950, loss_ce: 0.116093, loss_dice: 0.565854
[20:54:03.452] iteration 210 : loss : 0.367705, loss_ce: 0.146391, loss_dice: 0.515247
[20:54:05.497] iteration 211 : loss : 0.371588, loss_ce: 0.140669, loss_dice: 0.525534
[20:54:07.315] iteration 212 : loss : 0.300076, loss_ce: 0.088745, loss_dice: 0.440963
[20:54:07.664] iteration 213 : loss : 0.342115, loss_ce: 0.103043, loss_dice: 0.501495
[20:54:08.014] iteration 214 : loss : 0.338490, loss_ce: 0.128625, loss_dice: 0.478400
[20:54:10.112] iteration 215 : loss : 0.359872, loss_ce: 0.116290, loss_dice: 0.522260
[20:54:11.383] iteration 216 : loss : 0.349499, loss_ce: 0.121795, loss_dice: 0.501301
[20:54:11.736] iteration 217 : loss : 0.329497, loss_ce: 0.097751, loss_dice: 0.483995
[20:54:12.133] iteration 218 : loss : 0.376845, loss_ce: 0.116378, loss_dice: 0.550489
[20:54:15.227] iteration 219 : loss : 0.250206, loss_ce: 0.050523, loss_dice: 0.383329
[20:54:16.900] iteration 220 : loss : 0.302936, loss_ce: 0.073950, loss_dice: 0.455594
[20:54:17.242] iteration 221 : loss : 0.316332, loss_ce: 0.081314, loss_dice: 0.473011
[20:54:17.584] iteration 222 : loss : 0.286779, loss_ce: 0.068127, loss_dice: 0.432546
[20:54:18.642] iteration 223 : loss : 0.418052, loss_ce: 0.199351, loss_dice: 0.563852
[20:54:19.582] iteration 224 : loss : 0.345907, loss_ce: 0.129058, loss_dice: 0.490473
[20:54:19.918] iteration 225 : loss : 0.346146, loss_ce: 0.134084, loss_dice: 0.487521
[20:54:20.259] iteration 226 : loss : 0.322433, loss_ce: 0.141845, loss_dice: 0.442824
[20:54:25.180] iteration 227 : loss : 0.313214, loss_ce: 0.120477, loss_dice: 0.441705
[20:54:25.518] iteration 228 : loss : 0.319832, loss_ce: 0.146780, loss_dice: 0.435200
[20:54:25.868] iteration 229 : loss : 0.300975, loss_ce: 0.129362, loss_dice: 0.415383
[20:54:26.280] iteration 230 : loss : 0.382528, loss_ce: 0.104403, loss_dice: 0.567946
[20:54:29.550] iteration 231 : loss : 0.378181, loss_ce: 0.119085, loss_dice: 0.550911
[20:54:31.114] iteration 232 : loss : 0.435928, loss_ce: 0.199165, loss_dice: 0.593770
[20:54:31.476] iteration 233 : loss : 0.514227, loss_ce: 0.230127, loss_dice: 0.703627
[20:54:31.837] iteration 234 : loss : 0.457905, loss_ce: 0.163531, loss_dice: 0.654154
[20:54:34.058] iteration 235 : loss : 0.327785, loss_ce: 0.075831, loss_dice: 0.495755
[20:54:36.067] iteration 236 : loss : 0.286177, loss_ce: 0.111685, loss_dice: 0.402505
[20:54:36.404] iteration 237 : loss : 0.376322, loss_ce: 0.169761, loss_dice: 0.514029
[20:54:36.758] iteration 238 : loss : 0.359603, loss_ce: 0.150662, loss_dice: 0.498897
[20:54:38.689] iteration 239 : loss : 0.338016, loss_ce: 0.136541, loss_dice: 0.472332
[20:54:40.157] iteration 240 : loss : 0.386321, loss_ce: 0.157243, loss_dice: 0.539039
[20:54:40.502] iteration 241 : loss : 0.378902, loss_ce: 0.167348, loss_dice: 0.519938
[20:54:40.843] iteration 242 : loss : 0.402441, loss_ce: 0.179605, loss_dice: 0.550998
[20:54:42.029] iteration 243 : loss : 0.443726, loss_ce: 0.191823, loss_dice: 0.611661
[20:54:43.500] iteration 244 : loss : 0.427743, loss_ce: 0.156666, loss_dice: 0.608462
[20:54:43.866] iteration 245 : loss : 0.396273, loss_ce: 0.115842, loss_dice: 0.583227
[20:54:44.336] iteration 246 : loss : 0.376985, loss_ce: 0.114599, loss_dice: 0.551908
[20:54:45.866] iteration 247 : loss : 0.338717, loss_ce: 0.053587, loss_dice: 0.528804
[20:54:46.921] iteration 248 : loss : 0.311257, loss_ce: 0.094488, loss_dice: 0.455770
[20:54:47.256] iteration 249 : loss : 0.290494, loss_ce: 0.062748, loss_dice: 0.442325
[20:54:47.592] iteration 250 : loss : 0.378011, loss_ce: 0.171895, loss_dice: 0.515421
[20:54:48.120] iteration 251 : loss : 0.330316, loss_ce: 0.103012, loss_dice: 0.481853
[20:54:50.034] iteration 252 : loss : 0.335365, loss_ce: 0.102747, loss_dice: 0.490444
[20:54:50.396] iteration 253 : loss : 0.249824, loss_ce: 0.102176, loss_dice: 0.348256
[20:54:50.805] iteration 254 : loss : 0.332547, loss_ce: 0.083893, loss_dice: 0.498316
[20:54:52.374] iteration 255 : loss : 0.324837, loss_ce: 0.098807, loss_dice: 0.475523
[20:54:54.174] iteration 256 : loss : 0.286339, loss_ce: 0.120001, loss_dice: 0.397231
[20:54:54.527] iteration 257 : loss : 0.353080, loss_ce: 0.121123, loss_dice: 0.507717
[20:54:54.871] iteration 258 : loss : 0.256466, loss_ce: 0.098811, loss_dice: 0.361569
[20:54:55.207] iteration 259 : loss : 0.358590, loss_ce: 0.093497, loss_dice: 0.535319
[20:54:56.858] iteration 260 : loss : 0.361594, loss_ce: 0.113180, loss_dice: 0.527204
[20:54:57.210] iteration 261 : loss : 0.263660, loss_ce: 0.079404, loss_dice: 0.386497
[20:54:57.551] iteration 262 : loss : 0.368098, loss_ce: 0.111044, loss_dice: 0.539468
[20:54:58.063] iteration 263 : loss : 0.399133, loss_ce: 0.137844, loss_dice: 0.573325
[20:55:00.678] iteration 264 : loss : 0.427253, loss_ce: 0.212968, loss_dice: 0.570109
[20:55:01.020] iteration 265 : loss : 0.412733, loss_ce: 0.144079, loss_dice: 0.591835
[20:55:01.359] iteration 266 : loss : 0.452824, loss_ce: 0.186243, loss_dice: 0.630544
[20:55:03.299] iteration 267 : loss : 0.354861, loss_ce: 0.115474, loss_dice: 0.514452
[20:55:06.128] iteration 268 : loss : 0.380918, loss_ce: 0.126057, loss_dice: 0.550826
[20:55:06.465] iteration 269 : loss : 0.406551, loss_ce: 0.136683, loss_dice: 0.586462
[20:55:06.840] iteration 270 : loss : 0.329120, loss_ce: 0.101129, loss_dice: 0.481115
[20:55:07.452] iteration 271 : loss : 0.458298, loss_ce: 0.148653, loss_dice: 0.664728
[20:55:10.027] iteration 272 : loss : 0.337383, loss_ce: 0.130138, loss_dice: 0.475546
[20:55:10.366] iteration 273 : loss : 0.356669, loss_ce: 0.094814, loss_dice: 0.531239
